state,county,persons,hud_med_inc,hud_inc_lim80
48,359,2,69900,44750
48,359,3,69900,50350
48,359,4,69900,55900
48,359,5,69900,60400
48,359,6,69900,64850
48,359,7,69900,69350
48,359,8,69900,73800
48,361,1,64600,34650
48,361,2,64600,39600
48,361,3,64600,44550
48,361,4,64600,49450
48,361,5,64600,53450
48,361,6,64600,57400
48,361,7,64600,61350
48,361,8,64600,65300
48,363,1,51100,31650
48,363,2,51100,36200
48,363,3,51100,40700
48,363,4,51100,45200
48,363,5,51100,48850
48,363,6,51100,52450
48,363,7,51100,56050
48,363,8,51100,59700
48,365,1,63600,35650
48,365,2,63600,40750
48,365,3,63600,45850
48,365,4,63600,50900
48,365,5,63600,55000
48,365,6,63600,59050
48,365,7,63600,63150
48,365,8,63600,67200
48,367,1,75200,42150
48,367,2,75200,48150
48,367,3,75200,54150
48,367,4,75200,60150
48,367,5,75200,65000
48,367,6,75200,69800
48,367,7,75200,74600
48,367,8,75200,79400
48,369,1,53400,31650
48,369,2,53400,36200
48,369,3,53400,40700
48,369,4,53400,45200
48,369,5,53400,48850
48,369,6,53400,52450
48,369,7,53400,56050
48,369,8,53400,59700
48,371,1,68900,37250
48,371,2,68900,42600
48,371,3,68900,47900
48,371,4,68900,53200
48,371,5,68900,57500
48,371,6,68900,61750
48,371,7,68900,66000
48,371,8,68900,70250
48,373,1,53100,31650
48,373,2,53100,36200
48,373,3,53100,40700
48,373,4,53100,45200
48,373,5,53100,48850
48,373,6,53100,52450
48,373,7,53100,56050
48,373,8,53100,59700
48,375,1,66500,37250
48,375,2,66500,42600
48,375,3,66500,47900
48,375,4,66500,53200
48,375,5,66500,57500
48,375,6,66500,61750
48,375,7,66500,66000
48,375,8,66500,70250
48,377,1,41000,31650
48,377,2,41000,36200
48,377,3,41000,40700
48,377,4,41000,45200
48,377,5,41000,48850
48,377,6,41000,52450
48,377,7,41000,56050
48,377,8,41000,59700
48,379,1,60900,34100
48,379,2,60900,39000
48,379,3,60900,43850
48,379,4,60900,48700
48,379,5,60900,52600
48,379,6,60900,56500
48,379,7,60900,60400
48,379,8,60900,64300
48,381,1,66500,37250
48,381,2,66500,42600
48,381,3,66500,47900
48,381,4,66500,53200
48,381,5,66500,57500
48,381,6,66500,61750
48,381,7,66500,66000
48,381,8,66500,70250
48,383,1,73200,40000
48,383,2,73200,45700
48,383,3,73200,51400
48,383,4,73200,57100
48,383,5,73200,61700
48,383,6,73200,66250
48,383,7,73200,70850
48,383,8,73200,75400
48,385,1,46300,31650
48,385,2,46300,36200
48,385,3,46300,40700
48,385,4,46300,45200
48,385,5,46300,48850
48,385,6,46300,52450
48,385,7,46300,56050
48,385,8,46300,59700
48,387,1,43900,31650
48,387,2,43900,36200
48,387,3,43900,40700
48,387,4,43900,45200
48,387,5,43900,48850
48,387,6,43900,52450
48,387,7,43900,56050
48,387,8,43900,59700
48,389,1,58100,32550
48,389,2,58100,37200
48,389,3,58100,41850
48,389,4,58100,46500
48,389,5,58100,50250
48,389,6,58100,53950
48,389,7,58100,57700
48,389,8,58100,61400
48,391,1,54300,31650
48,391,2,54300,36200
48,391,3,54300,40700
48,391,4,54300,45200
48,391,5,54300,48850
48,391,6,54300,52450
48,391,7,54300,56050
48,391,8,54300,59700
48,393,1,88000,49300
48,393,2,88000,56350
48,393,3,88000,63400
48,393,4,88000,70400
48,393,5,88000,76050
48,393,6,88000,81700
48,393,7,88000,87300
48,393,8,88000,92950
48,395,1,73900,37700
48,395,2,73900,43050
48,395,3,73900,48450
48,395,4,73900,53800
48,395,5,73900,58150
48,395,6,73900,62450
48,395,7,73900,66750
48,395,8,73900,71050
48,397,1,77200,43250
48,397,2,77200,49400
48,397,3,77200,55600
48,397,4,77200,61750
48,397,5,77200,66700
48,397,6,77200,71650
48,397,7,77200,76600
48,397,8,77200,81550
48,399,1,52300,31650
48,399,2,52300,36200
48,399,3,52300,40700
48,399,4,52300,45200
48,399,5,52300,48850
48,399,6,52300,52450
48,399,7,52300,56050
48,399,8,52300,59700
48,401,1,57100,32000
48,401,2,57100,36600
48,401,3,57100,41150
48,401,4,57100,45700
48,401,5,57100,49400
48,401,6,57100,53050
48,401,7,57100,56700
48,401,8,57100,60350
48,403,1,40200,31650
48,403,2,40200,36200
48,403,3,40200,40700
48,403,4,40200,45200
48,403,5,40200,48850
48,403,6,40200,52450
48,403,7,40200,56050
48,403,8,40200,59700
48,405,1,43200,31650
48,405,2,43200,36200
48,405,3,43200,40700
48,405,4,43200,45200
48,405,5,43200,48850
48,405,6,43200,52450
48,405,7,43200,56050
48,405,8,43200,59700
48,407,1,55900,33400
48,407,2,55900,38200
48,407,3,55900,42950
48,407,4,55900,47700
48,407,5,55900,51550
48,407,6,55900,55350
48,407,7,55900,59150
48,407,8,55900,63000
48,409,1,64400,36050
48,409,2,64400,41200
48,409,3,64400,46350
48,409,4,64400,51500
48,409,5,64400,55650
48,409,6,64400,59750
48,409,7,64400,63900
48,409,8,64400,68000
48,411,1,48000,31650
48,411,2,48000,36200
48,411,3,48000,40700
48,411,4,48000,45200
48,411,5,48000,48850
48,411,6,48000,52450
48,411,7,48000,56050
48,411,8,48000,59700
48,413,1,70800,39700
48,413,2,70800,45350
48,413,3,70800,51000
48,413,4,70800,56650
48,413,5,70800,61200
48,413,6,70800,65750
48,413,7,70800,70250
48,413,8,70800,74800
48,415,1,71300,38050
48,415,2,71300,43450
48,415,3,71300,48900
48,415,4,71300,54300
48,415,5,71300,58650
48,415,6,71300,63000
48,415,7,71300,67350
48,415,8,71300,71700
48,417,1,61400,34400
48,417,2,61400,39300
48,417,3,61400,44200
48,417,4,61400,49100
48,417,5,61400,53050
48,417,6,61400,57000
48,417,7,61400,60900
48,417,8,61400,64850
48,419,1,48700,31650
48,419,2,48700,36200
48,419,3,48700,40700
48,419,4,48700,45200
48,419,5,48700,48850
48,419,6,48700,52450
48,419,7,48700,56050
48,419,8,48700,59700
48,421,1,63200,35400
48,421,2,63200,40450
48,421,3,63200,45500
48,421,4,63200,50550
48,421,5,63200,54600
48,421,6,63200,58650
48,421,7,63200,62700
48,421,8,63200,66750
48,423,1,64000,35850
48,423,2,64000,41000
48,423,3,64000,46100
48,423,4,64000,51200
48,423,5,64000,55300
48,423,6,64000,59400
48,423,7,64000,63500
48,423,8,64000,67600
48,425,1,59700,35750
48,425,2,59700,40850
48,425,3,59700,45950
48,425,4,59700,51050
48,425,5,59700,55150
48,425,6,59700,59250
48,425,7,59700,63350
48,425,8,59700,67400
48,427,1,31000,31650
48,427,2,31000,36200
48,427,3,31000,40700
48,427,4,31000,45200
48,427,5,31000,48850
48,427,6,31000,52450
48,427,7,31000,56050
48,427,8,31000,59700
48,429,1,57400,32150
48,429,2,57400,36750
48,429,3,57400,41350
48,429,4,57400,45900
48,429,5,57400,49600
48,429,6,57400,53250
48,429,7,57400,56950
48,429,8,57400,60600
48,431,1,64400,35700
48,431,2,64400,40800
48,431,3,64400,45900
48,431,4,64400,50950
48,431,5,64400,55050
48,431,6,64400,59150
48,431,7,64400,63200
48,431,8,64400,67300
48,433,1,60400,33850
48,433,2,60400,38650
48,433,3,60400,43500
48,433,4,60400,48300
48,433,5,60400,52200
48,433,6,60400,56050
48,433,7,60400,59900
48,433,8,60400,63800
48,435,1,58700,32900
48,435,2,58700,37600
48,435,3,58700,42300
48,435,4,58700,46950
48,435,5,58700,50750
48,435,6,58700,54500
48,435,7,58700,58250
48,435,8,58700,62000
48,437,1,51000,31650
48,437,2,51000,36200
48,437,3,51000,40700
48,437,4,51000,45200
48,437,5,51000,48850
48,437,6,51000,52450
48,437,7,51000,56050
48,437,8,51000,59700
48,439,1,75200,42150
48,439,2,75200,48150
48,439,3,75200,54150
48,439,4,75200,60150
48,439,5,75200,65000
48,439,6,75200,69800
48,439,7,75200,74600
48,439,8,75200,79400
48,441,1,63900,35000
48,441,2,63900,40000
48,441,3,63900,45000
48,441,4,63900,50000
48,441,5,63900,54000
48,441,6,63900,58000
48,441,7,63900,62000
48,441,8,63900,66000
48,443,1,56500,31650
48,443,2,56500,36200
48,443,3,56500,40700
48,443,4,56500,45200
48,443,5,56500,48850
48,443,6,56500,52450
48,443,7,56500,56050
48,443,8,56500,59700
48,445,1,46100,31650
48,445,2,46100,36200
48,445,3,46100,40700
48,445,4,46100,45200
48,445,5,46100,48850
48,445,6,46100,52450
48,445,7,46100,56050
48,445,8,46100,59700
48,447,1,56300,31650
48,447,2,56300,36200
48,447,3,56300,40700
48,447,4,56300,45200
48,447,5,56300,48850
48,447,6,56300,52450
48,447,7,56300,56050
48,447,8,56300,59700
48,449,1,51800,31650
48,449,2,51800,36200
48,449,3,51800,40700
48,449,4,51800,45200
48,449,5,51800,48850
48,449,6,51800,52450
48,449,7,51800,56050
48,449,8,51800,59700
48,451,1,64800,36300
48,451,2,64800,41500
48,451,3,64800,46700
48,451,4,64800,51850
48,451,5,64800,56000
48,451,6,64800,60150
48,451,7,64800,64300
48,451,8,64800,68450
48,453,1,86000,48200
48,453,2,86000,55050
48,453,3,86000,61950
48,453,4,86000,68800
48,453,5,86000,74350
48,453,6,86000,79850
48,453,7,86000,85350
48,453,8,86000,90850
48,455,1,46700,31650
48,455,2,46700,36200
48,455,3,46700,40700
48,455,4,46700,45200
48,455,5,46700,48850
48,455,6,46700,52450
48,455,7,46700,56050
48,455,8,46700,59700
48,457,1,56100,31650
48,457,2,56100,36200
48,457,3,56100,40700
48,457,4,56100,45200
48,457,5,56100,48850
48,457,6,56100,52450
48,457,7,56100,56050
48,457,8,56100,59700
48,459,1,59400,33250
48,459,2,59400,38000
48,459,3,59400,42750
48,459,4,59400,47500
48,459,5,59400,51300
48,459,6,59400,55100
48,459,7,59400,58900
48,459,8,59400,62700
48,461,1,60800,34100
48,461,2,60800,38950
48,461,3,60800,43800
48,461,4,60800,48650
48,461,5,60800,52550
48,461,6,60800,56450
48,461,7,60800,60350
48,461,8,60800,64250
48,463,1,49400,31650
48,463,2,49400,36200
48,463,3,49400,40700
48,463,4,49400,45200
48,463,5,49400,48850
48,463,6,49400,52450
48,463,7,49400,56050
48,463,8,49400,59700
48,465,1,51600,31650
48,465,2,51600,36200
48,465,3,51600,40700
48,465,4,51600,45200
48,465,5,51600,48850
48,465,6,51600,52450
48,465,7,51600,56050
48,465,8,51600,59700
48,467,1,57700,32350
48,467,2,57700,36950
48,467,3,57700,41550
48,467,4,57700,46150
48,467,5,57700,49850
48,467,6,57700,53550
48,467,7,57700,57250
48,467,8,57700,60950
48,469,1,69600,38850
48,469,2,69600,44400
48,469,3,69600,49950
48,469,4,69600,55450
48,469,5,69600,59900
48,469,6,69600,64350
48,469,7,69600,68800
48,469,8,69600,73200
48,471,1,63700,35700
48,471,2,63700,40800
48,471,3,63700,45900
48,471,4,63700,50950
48,471,5,63700,55050
48,471,6,63700,59150
48,471,7,63700,63200
48,471,8,63700,67300
48,473,1,74900,41950
48,473,2,74900,47950
48,473,3,74900,53950
48,473,4,74900,59900
48,473,5,74900,64700
48,473,6,74900,69500
48,473,7,74900,74300
48,473,8,74900,79100
48,475,1,62900,35250
48,475,2,62900,40250
48,475,3,62900,45300
48,475,4,62900,50300
48,475,5,62900,54350
48,475,6,62900,58350
48,475,7,62900,62400
48,475,8,62900,66400
48,477,1,64400,36050
48,477,2,64400,41200
48,477,3,64400,46350
48,477,4,64400,51500
48,477,5,64400,55650
48,477,6,64400,59750
48,477,7,64400,63900
48,477,8,64400,68000
48,479,1,44200,31650
48,479,2,44200,36200
48,479,3,44200,40700
48,479,4,44200,45200
48,479,5,44200,48850
48,479,6,44200,52450
48,479,7,44200,56050
48,479,8,44200,59700
48,481,1,56000,31650
48,481,2,56000,36200
48,481,3,56000,40700
48,481,4,56000,45200
48,481,5,56000,48850
48,481,6,56000,52450
48,481,7,56000,56050
48,481,8,56000,59700
48,483,1,59900,34450
48,483,2,59900,39350
48,483,3,59900,44250
48,483,4,59900,49150
48,483,5,59900,53100
48,483,6,59900,57050
48,483,7,59900,60950
48,483,8,59900,64900
48,485,1,62900,35250
48,485,2,62900,40250
48,485,3,62900,45300
48,485,4,62900,50300
48,485,5,62900,54350
48,485,6,62900,58350
48,485,7,62900,62400
48,485,8,62900,66400
48,487,1,56800,31850
48,487,2,56800,36400
48,487,3,56800,40950
48,487,4,56800,45450
48,487,5,56800,49100
48,487,6,56800,52750
48,487,7,56800,56400
48,487,8,56800,60000
48,489,1,32300,31650
48,489,2,32300,36200
48,489,3,32300,40700
48,489,4,32300,45200
48,489,5,32300,48850
48,489,6,32300,52450
48,489,7,32300,56050
48,489,8,32300,59700
48,491,1,86000,48200
48,491,2,86000,55050
48,491,3,86000,61950
48,491,4,86000,68800
48,491,5,86000,74350
48,491,6,86000,79850
48,491,7,86000,85350
48,491,8,86000,90850
48,493,1,66800,37450
48,493,2,66800,42800
48,493,3,66800,48150
48,493,4,66800,53450
48,493,5,66800,57750
48,493,6,66800,62050
48,493,7,66800,66300
48,493,8,66800,70600
48,495,1,64400,36050
48,495,2,64400,41200
48,495,3,64400,46350
48,495,4,64400,51500
48,495,5,64400,55650
48,495,6,64400,59750
48,495,7,64400,63900
48,495,8,64400,68000
48,497,1,68700,38500
48,497,2,68700,44000
48,497,3,68700,49500
48,497,4,68700,54950
48,497,5,68700,59350
48,497,6,68700,63750
48,497,7,68700,68150
48,497,8,68700,72550
48,499,1,55500,31650
48,499,2,55500,36200
48,499,3,55500,40700
48,499,4,55500,45200
48,499,5,55500,48850
48,499,6,55500,52450
48,499,7,55500,56050
48,499,8,55500,59700
48,501,1,69600,38000
48,501,2,69600,43400
48,501,3,69600,48850
48,501,4,69600,54250
48,501,5,69600,58600
48,501,6,69600,62950
48,501,7,69600,67300
48,501,8,69600,71650
48,503,1,59600,33400
48,503,2,59600,38200
48,503,3,59600,42950
48,503,4,59600,47700
48,503,5,59600,51550
48,503,6,59600,55350
48,503,7,59600,59150
48,503,8,59600,63000
48,505,1,38100,31650
48,505,2,38100,36200
48,505,3,38100,40700
48,505,4,38100,45200
48,505,5,38100,48850
48,505,6,38100,52450
48,505,7,38100,56050
48,505,8,38100,59700
48,507,1,36300,31650
48,507,2,36300,36200
48,507,3,36300,40700
48,507,4,36300,45200
48,507,5,36300,48850
48,507,6,36300,52450
48,507,7,36300,56050
48,507,8,36300,59700
49,1,1,63900,39850
49,1,2,63900,45550
49,1,3,63900,51250
49,1,4,63900,56900
49,1,5,63900,61500
49,1,6,63900,66050
49,1,7,63900,70600
49,1,8,63900,75150
49,3,1,65400,39850
49,3,2,65400,45550
49,3,3,65400,51250
49,3,4,65400,56900
49,3,5,65400,61500
49,3,6,65400,66050
49,3,7,65400,70600
49,3,8,65400,75150
49,5,1,64600,39850
49,5,2,64600,45550
49,5,3,64600,51250
49,5,4,64600,56900
49,5,5,64600,61500
49,5,6,64600,66050
49,5,7,64600,70600
49,5,8,64600,75150
49,7,1,64900,39850
49,7,2,64900,45550
49,7,3,64900,51250
49,7,4,64900,56900
49,7,5,64900,61500
49,7,6,64900,66050
49,7,7,64900,70600
49,7,8,64900,75150
49,9,1,72500,40600
49,9,2,72500,46400
49,9,3,72500,52200
49,9,4,72500,58000
49,9,5,72500,62650
49,9,6,72500,67300
49,9,7,72500,71950
49,9,8,72500,76600
49,11,1,78100,43750
49,11,2,78100,50000
49,11,3,78100,56250
49,11,4,78100,62500
49,11,5,78100,67500
49,11,6,78100,72500
49,11,7,78100,77500
49,11,8,78100,82500
49,13,1,71200,39900
49,13,2,71200,45600
49,13,3,71200,51300
49,13,4,71200,56950
49,13,5,71200,61550
49,13,6,71200,66100
49,13,7,71200,70650
49,13,8,71200,75200
49,15,1,62300,39850
49,15,2,62300,45550
49,15,3,62300,51250
49,15,4,62300,56900
49,15,5,62300,61500
49,15,6,62300,66050
49,15,7,62300,70600
49,15,8,62300,75150
49,17,1,50400,39850
49,17,2,50400,45550
49,17,3,50400,51250
49,17,4,50400,56900
49,17,5,50400,61500
49,17,6,50400,66050
49,17,7,50400,70600
49,17,8,50400,75150
49,19,1,52000,39850
49,19,2,52000,45550
49,19,3,52000,51250
49,19,4,52000,56900
49,19,5,52000,61500
49,19,6,52000,66050
49,19,7,52000,70600
49,19,8,52000,75150
49,21,1,56100,39850
49,21,2,56100,45550
49,21,3,56100,51250
49,21,4,56100,56900
49,21,5,56100,61500
49,21,6,56100,66050
49,21,7,56100,70600
49,21,8,56100,75150
49,23,1,74700,41850
49,23,2,74700,47800
49,23,3,74700,53800
49,23,4,74700,59750
49,23,5,74700,64550
49,23,6,74700,69350
49,23,7,74700,74100
49,23,8,74700,78900
49,25,1,67000,39850
49,25,2,67000,45550
49,25,3,67000,51250
49,25,4,67000,56900
49,25,5,67000,61500
49,25,6,67000,66050
49,25,7,67000,70600
49,25,8,67000,75150
49,27,1,64900,39850
49,27,2,64900,45550
49,27,3,64900,51250
49,27,4,64900,56900
49,27,5,64900,61500
49,27,6,64900,66050
49,27,7,64900,70600
49,27,8,64900,75150
49,29,1,78100,43750
49,29,2,78100,50000
49,29,3,78100,56250
49,29,4,78100,62500
49,29,5,78100,67500
49,29,6,78100,72500
49,29,7,78100,77500
49,29,8,78100,82500
49,31,1,47400,39850
49,31,2,47400,45550
49,31,3,47400,51250
49,31,4,47400,56900
49,31,5,47400,61500
49,31,6,47400,66050
49,31,7,47400,70600
49,31,8,47400,75150
49,33,1,59900,39850
49,33,2,59900,45550
49,33,3,59900,51250
49,33,4,59900,56900
49,33,5,59900,61500
49,33,6,59900,66050
49,33,7,59900,70600
49,33,8,59900,75150
49,35,1,80000,44800
49,35,2,80000,51200
49,35,3,80000,57600
49,35,4,80000,64000
49,35,5,80000,69150
49,35,6,80000,74250
49,35,7,80000,79400
49,35,8,80000,84500
49,37,1,53000,39850
49,37,2,53000,45550
49,37,3,53000,51250
49,37,4,53000,56900
49,37,5,53000,61500
49,37,6,53000,66050
49,37,7,53000,70600
49,37,8,53000,75150
49,39,1,61100,39850
49,39,2,61100,45550
49,39,3,61100,51250
49,39,4,61100,56900
49,39,5,61100,61500
49,39,6,61100,66050
49,39,7,61100,70600
49,39,8,61100,75150
49,41,1,57900,39850
49,41,2,57900,45550
49,41,3,57900,51250
49,41,4,57900,56900
49,41,5,57900,61500
49,41,6,57900,66050
49,41,7,57900,70600
49,41,8,57900,75150
49,43,1,107100,50350
49,43,2,107100,57550
49,43,3,107100,64750
49,43,4,107100,71900
49,43,5,107100,77700
49,43,6,107100,83450
49,43,7,107100,89200
49,43,8,107100,94950
49,45,1,73000,40900
49,45,2,73000,46750
49,45,3,73000,52600
49,45,4,73000,58400
49,45,5,73000,63100
49,45,6,73000,67750
49,45,7,73000,72450
49,45,8,73000,77100
49,47,1,77600,43150
49,47,2,77600,49300
49,47,3,77600,55450
49,47,4,77600,61600
49,47,5,77600,66550
49,47,6,77600,71500
49,47,7,77600,76400
49,47,8,77600,81350
49,49,1,74700,41850
49,49,2,74700,47800
49,49,3,74700,53800
49,49,4,74700,59750
49,49,5,74700,64550
49,49,6,74700,69350
49,49,7,74700,74100
49,49,8,74700,78900
49,51,1,80100,44900
49,51,2,80100,51300
49,51,3,80100,57700
49,51,4,80100,64100
49,51,5,80100,69250
49,51,6,80100,74400
49,51,7,80100,79500
49,51,8,80100,84650
49,53,1,64600,39850
49,53,2,64600,45550
49,53,3,64600,51250
49,53,4,64600,56900
49,53,5,64600,61500
49,53,6,64600,66050
49,53,7,64600,70600
49,53,8,64600,75150
49,55,1,48600,39850
49,55,2,48600,45550
49,55,3,48600,51250
49,55,4,48600,56900
49,55,5,48600,61500
49,55,6,48600,66050
49,55,7,48600,70600
49,55,8,48600,75150
49,57,1,78100,43750
49,57,2,78100,50000
49,57,3,78100,56250
49,57,4,78100,62500
49,57,5,78100,67500
49,57,6,78100,72500
49,57,7,78100,77500
49,57,8,78100,82500
51,1,1,52500,31300
51,1,2,52500,35800
51,1,3,52500,40250
51,1,4,52500,44700
51,1,5,52500,48300
51,1,6,52500,51900
51,1,7,52500,55450
51,1,8,52500,59050
51,3,1,89600,47800
51,3,2,89600,54600
51,3,3,89600,61450
51,3,4,89600,68250
51,3,5,89600,73750
51,3,6,89600,79200
51,3,7,89600,84650
51,3,8,89600,90100
51,5,1,57200,32050
51,5,2,57200,36600
51,5,3,57200,41200
51,5,4,57200,45750
51,5,5,57200,49450
51,5,6,57200,53100
51,5,7,57200,56750
51,5,8,57200,60400
51,7,1,83200,46600
51,7,2,83200,53250
51,7,3,83200,59900
51,7,4,83200,66550
51,7,5,83200,71900
51,7,6,83200,77200
51,7,7,83200,82550
51,7,8,83200,87850
51,9,1,63600,35650
51,9,2,63600,40750
51,9,3,63600,45850
51,9,4,63600,50900
51,9,5,63600,55000
51,9,6,63600,59050
51,9,7,63600,63150
51,9,8,63600,67200
51,11,1,63600,35650
51,11,2,63600,40750
51,11,3,63600,45850
51,11,4,63600,50900
51,11,5,63600,55000
51,11,6,63600,59050
51,11,7,63600,63150
51,11,8,63600,67200
51,13,1,117200,54250
51,13,2,117200,62000
51,13,3,117200,69750
51,13,4,117200,77450
51,13,5,117200,83650
51,13,6,117200,89850
51,13,7,117200,96050
51,13,8,117200,102250
51,15,1,64300,36050
51,15,2,64300,41200
51,15,3,64300,46350
51,15,4,64300,51450
51,15,5,64300,55600
51,15,6,64300,59700
51,15,7,64300,63800
51,15,8,64300,67950
51,17,1,60300,33800
51,17,2,60300,38600
51,17,3,60300,43450
51,17,4,60300,48250
51,17,5,60300,52150
51,17,6,60300,56000
51,17,7,60300,59850
51,17,8,60300,63700
51,19,1,63600,35650
51,19,2,63600,40750
51,19,3,63600,45850
51,19,4,63600,50900
51,19,5,63600,55000
51,19,6,63600,59050
51,19,7,63600,63150
51,19,8,63600,67200
51,21,1,62500,35000
51,21,2,62500,40000
51,21,3,62500,45000
51,21,4,62500,50000
51,21,5,62500,54000
51,21,6,62500,58000
51,21,7,62500,62000
51,21,8,62500,66000
51,23,1,67200,37650
51,23,2,67200,43000
51,23,3,67200,48400
51,23,4,67200,53750
51,23,5,67200,58050
51,23,6,67200,62350
51,23,7,67200,66650
51,23,8,67200,70950
51,25,1,53100,31300
51,25,2,53100,35800
51,25,3,53100,40250
51,25,4,53100,44700
51,25,5,53100,48300
51,25,6,53100,51900
51,25,7,53100,55450
51,25,8,53100,59050
51,27,1,40600,31300
51,27,2,40600,35800
51,27,3,40600,40250
51,27,4,40600,44700
51,27,5,40600,48300
51,27,6,40600,51900
51,27,7,40600,55450
51,27,8,40600,59050
51,29,1,55200,31300
51,29,2,55200,35800
51,29,3,55200,40250
51,29,4,55200,44700
51,29,5,55200,48300
51,29,6,55200,51900
51,29,7,55200,55450
51,29,8,55200,59050
51,31,1,63600,35650
51,31,2,63600,40750
51,31,3,63600,45850
51,31,4,63600,50900
51,31,5,63600,55000
51,31,6,63600,59050
51,31,7,63600,63150
51,31,8,63600,67200
51,33,1,83200,46600
51,33,2,83200,53250
51,33,3,83200,59900
51,33,4,83200,66550
51,33,5,83200,71900
51,33,6,83200,77200
51,33,7,83200,82550
51,33,8,83200,87850
51,35,1,47300,31300
51,35,2,47300,35800
51,35,3,47300,40250
51,35,4,47300,44700
51,35,5,47300,48300
51,35,6,47300,51900
51,35,7,47300,55450
51,35,8,47300,59050
51,36,1,83200,46600
51,36,2,83200,53250
51,36,3,83200,59900
51,36,4,83200,66550
51,36,5,83200,71900
51,36,6,83200,77200
51,36,7,83200,82550
51,36,8,83200,87850
51,37,1,45700,31300
51,37,2,45700,35800
51,37,3,45700,40250
51,37,4,45700,44700
51,37,5,45700,48300
51,37,6,45700,51900
51,37,7,45700,55450
51,37,8,45700,59050
51,41,1,83200,46600
51,41,2,83200,53250
51,41,3,83200,59900
51,41,4,83200,66550
51,41,5,83200,71900
51,41,6,83200,77200
51,41,7,83200,82550
51,41,8,83200,87850
51,43,1,117200,54250
51,43,2,117200,62000
51,43,3,117200,69750
51,43,4,117200,77450
51,43,5,117200,83650
51,43,6,117200,89850
51,43,7,117200,96050
51,43,8,117200,102250
51,45,1,67200,37650
51,45,2,67200,43000
51,45,3,67200,48400
51,45,4,67200,53750
51,45,5,67200,58050
51,45,6,67200,62350
51,45,7,67200,66650
51,45,8,67200,70950
51,47,1,82200,46050
51,47,2,82200,52600
51,47,3,82200,59200
51,47,4,82200,65750
51,47,5,82200,71050
51,47,6,82200,76300
51,47,7,82200,81550
51,47,8,82200,86800
51,49,1,56000,35700
51,49,2,56000,40800
51,49,3,56000,45900
51,49,4,56000,50950
51,49,5,56000,55050
51,49,6,56000,59150
51,49,7,56000,63200
51,49,8,56000,67300
51,51,1,46600,31300
51,51,2,46600,35800
51,51,3,46600,40250
51,51,4,46600,44700
51,51,5,46600,48300
51,51,6,46600,51900
51,51,7,46600,55450
51,51,8,46600,59050
51,53,1,83200,46600
51,53,2,83200,53250
51,53,3,83200,59900
51,53,4,83200,66550
51,53,5,83200,71900
51,53,6,83200,77200
51,53,7,83200,82550
51,53,8,83200,87850
51,57,1,56300,31550
51,57,2,56300,36050
51,57,3,56300,40550
51,57,4,56300,45050
51,57,5,56300,48700
51,57,6,56300,52300
51,57,7,56300,55900
51,57,8,56300,59500
51,59,1,117200,54250
51,59,2,117200,62000
51,59,3,117200,69750
51,59,4,117200,77450
51,59,5,117200,83650
51,59,6,117200,89850
51,59,7,117200,96050
51,59,8,117200,102250
51,61,1,117200,54250
51,61,2,117200,62000
51,61,3,117200,69750
51,61,4,117200,77450
51,61,5,117200,83650
51,61,6,117200,89850
51,61,7,117200,96050
51,61,8,117200,102250
51,63,1,59800,33500
51,63,2,59800,38300
51,63,3,59800,43100
51,63,4,59800,47850
51,63,5,59800,51700
51,63,6,59800,55550
51,63,7,59800,59350
51,63,8,59800,63200
51,65,1,89600,47800
51,65,2,89600,54600
51,65,3,89600,61450
51,65,4,89600,68250
51,65,5,89600,73750
51,65,6,89600,79200
51,65,7,89600,84650
51,65,8,89600,90100
51,67,1,59800,33500
51,67,2,59800,38300
51,67,3,59800,43100
51,67,4,59800,47850
51,67,5,59800,51700
51,67,6,59800,55550
51,67,7,59800,59350
51,67,8,59800,63200
51,69,1,71100,39850
51,69,2,71100,45550
51,69,3,71100,51250
51,69,4,71100,56900
51,69,5,71100,61500
51,69,6,71100,66050
51,69,7,71100,70600
51,69,8,71100,75150
51,71,1,57200,32050
51,71,2,57200,36600
51,71,3,57200,41200
51,71,4,57200,45750
51,71,5,57200,49450
51,71,6,57200,53100
51,71,7,57200,56750
51,71,8,57200,60400
51,73,1,75000,42000
51,73,2,75000,48000
51,73,3,75000,54000
51,73,4,75000,60000
51,73,5,75000,64800
51,73,6,75000,69600
51,73,7,75000,74400
51,73,8,75000,79200
51,75,1,83200,46600
51,75,2,83200,53250
51,75,3,83200,59900
51,75,4,83200,66550
51,75,5,83200,71900
51,75,6,83200,77200
51,75,7,83200,82550
51,75,8,83200,87850
51,77,1,41600,31300
51,77,2,41600,35800
51,77,3,41600,40250
51,77,4,41600,44700
51,77,5,41600,48300
51,77,6,41600,51900
51,77,7,41600,55450
51,77,8,41600,59050
51,79,1,89600,47800
51,79,2,89600,54600
51,79,3,89600,61450
51,79,4,89600,68250
51,79,5,89600,73750
51,79,6,89600,79200
51,79,7,89600,84650
51,79,8,89600,90100
51,81,1,46500,31300
51,81,2,46500,35800
51,81,3,46500,40250
51,81,4,46500,44700
51,81,5,46500,48300
51,81,6,46500,51900
51,81,7,46500,55450
51,81,8,46500,59050
51,83,1,51800,31300
51,83,2,51800,35800
51,83,3,51800,40250
51,83,4,51800,44700
51,83,5,51800,48300
51,83,6,51800,51900
51,83,7,51800,55450
51,83,8,51800,59050
51,85,1,83200,46600
51,85,2,83200,53250
51,85,3,83200,59900
51,85,4,83200,66550
51,85,5,83200,71900
